[03.11.2024 10:00:30] Chatters_offline: wpatkabot (0/1)
[03.11.2024 22:22:30] kameleonyu: xdd
[03.11.2024 22:22:31] harakirshi: Upuść klucz
[03.11.2024 22:22:33] harakirshi: I jedź dołem
[03.11.2024 22:22:35] harakirshi: Na żółty
[03.11.2024 22:22:43] Chatters_online: k0rd4s_,rebciaofficial,yel_l_ow,aroka_11,emohotrandom,gamerhamster__,vatoseek,blue_blue_blu,misialkaa,keremecoach,teilek,tangiabot,wiktosiax,pokemoncommunitygame,kohakumi_,danielpolak344,veterancze,miniosky7,jestemdzewem,strugal_1,papci071,minlaks,itsnotkilg,pawlosbielski2,ko_deina,adrianke4,himiko_kazuki,zymaaha1,kurwanonw,rosznik,lesny_27,xkoala000,marchewka_pl,sziweno,patka__wariatka_,strona_,saven006,normalnainaczejj,kolorowypiesek,wpatka,chalchalek__,wkwas14,cockney8,sayaleksa,gaks12430,piechowski,marlenax14,allekitsune,marsylja,zahaczai,somno__,akttiw,el_zderzakos,yuqi_1645,vixa_ep,timikkkkkk,szym998,goooralesko,k4ri_byczq,filipson12357,ditru_,pavele0,dziusiek_pl,czlowiek_widmo69,spys1u,spl8t,natalcia_157,grenlando,shendyyy_,sir_kabanos,finek1234,er_ninja95905,aligatorekxd,danterrro,michal265a,shittedjose,majusza,kumyat,kagerosimba,pawellot,nolli_6,rvvdzia,kami90_2,lubiemalekotki567,kyuxik,garadiella,dragonecze,nightbot,wytt_1221,manasza202,barc0od3,cirocco,jarotele,finearz,tax_office,kyo_rq,sebixon9000000000,g0osling,wilkkacperdark,bobgmo,energoski,jgodone,harakirshi,sanepidd_,najlags,darkxpiggy,tysienka1,kochamstopykasix,spokeydookie,katrina6729,maberkowicz,streamelements,grosz_pl,grichtisc,wpatkabot,borsuk41_,jakubxd,pucusioszpon,tojisuza,zapominarek7,proximo_knz,aklanaaa,bezingoo,radykkk,tomcio996,popson8,lapa_0906,pavcio0,panrojek,moobot,minionek66,pjupik0,minesplendor,sruchatek,v_filo,maxikingus,dinus_312,olapola12345,kameleonyu,mikopikooo,milenaa123,anzu_z,zdozukoks,kolorowa_kluska,matiseq10v2,bastrowy,obstrused,nieuczesana,zakonkrzacki,mrsaj3k,szopen__,roadtrip_is_live,dashie75,wlaudia,kotelooo,xxx_kana7,puppymi,xisuba1,snoowee_,mrmleczykxd,kowoti (122/161)
[03.11.2024 22:22:46] emohotrandom: dołem jedz
[03.11.2024 22:22:46] moobot: Wpadnij po najlepsze momenty ze streama na https://www.tiktok.com/@wpatka.ttv peepoAwesome
[03.11.2024 22:23:02] inspirawka: xdd
[03.11.2024 22:23:03] emohotrandom: 24
[03.11.2024 22:23:04] harakirshi: @Harakirshi NotLikeThis
[03.11.2024 22:23:05] wpatka: !death
[03.11.2024 22:23:06] streamelements: Wpatka umarła w hop Mario hop po raz 24 Deadge
[03.11.2024 22:23:06] yuqi_1645: xdd
[03.11.2024 22:23:11] inspirawka: hjka
[03.11.2024 22:23:13] inspirawka: Hejka
[03.11.2024 22:23:13] chalchalek__: hop
[03.11.2024 22:23:14] emohotrandom: inspirawka witam
[03.11.2024 22:23:23] yuqi_1645: hop HOPP
[03.11.2024 22:23:25] k4ri_byczq: moglag zostawic tam ten klucz
[03.11.2024 22:23:31] inspirawka: @emohotrandom siema
[03.11.2024 22:23:43] Chatters_online: k0rd4s_,rebciaofficial,yel_l_ow,aroka_11,emohotrandom,gamerhamster__,vatoseek,blue_blue_blu,misialkaa,daaaek,keremecoach,teilek,tangiabot,wiktosiax,pokemoncommunitygame,kohakumi_,danielpolak344,veterancze,miniosky7,jestemdzewem,strugal_1,papci071,minlaks,itsnotkilg,pawlosbielski2,ko_deina,adrianke4,himiko_kazuki,zymaaha1,kurwanonw,rosznik,lesny_27,xkoala000,marchewka_pl,sziweno,patka__wariatka_,strona_,saven006,normalnainaczejj,kolorowypiesek,wpatka,chalchalek__,wkwas14,cockney8,sayaleksa,gaks12430,piechowski,marlenax14,allekitsune,inspirawka,marsylja,zahaczai,somno__,akttiw,el_zderzakos,yuqi_1645,vixa_ep,timikkkkkk,domino_22_,szym998,goooralesko,k4ri_byczq,filipson12357,ditru_,pavele0,dziusiek_pl,czlowiek_widmo69,spys1u,spl8t,natalcia_157,grenlando,shendyyy_,sir_kabanos,finek1234,er_ninja95905,aligatorekxd,danterrro,michal265a,shittedjose,majusza,kumyat,kagerosimba,pawellot,nolli_6,rvvdzia,kami90_2,lubiemalekotki567,kyuxik,garadiella,dragonecze,nightbot,wytt_1221,manasza202,barc0od3,cirocco,jarotele,finearz,tax_office,kyo_rq,sebixon9000000000,g0osling,wilkkacperdark,bobgmo,energoski,jgodone,harakirshi,sanepidd_,najlags,juika_,darkxpiggy,tysienka1,kochamstopykasix,spokeydookie,katrina6729,maberkowicz,streamelements,grichtisc,wpatkabot,borsuk41_,jakubxd,pucusioszpon,tojisuza,zapominarek7,proximo_knz,aklanaaa,bezingoo,radykkk,tomcio996,popson8,lapa_0906,pavcio0,panrojek,moobot,minionek66,pjupik0,minesplendor,sruchatek,v_filo,maxikingus,dinus_312,olapola12345,kameleonyu,mikopikooo,milenaa123,anzu_z,zdozukoks,kolorowa_kluska,matiseq10v2,bastrowy,obstrused,nieuczesana,zakonkrzacki,mrsaj3k,szopen__,roadtrip_is_live,dashie75,wlaudia,kotelooo,xxx_kana7,puppymi,xisuba1,totalna_porazka,snoowee_,mrmleczykxd,kowoti (122/165)
[03.11.2024 22:23:45] michal265a: Wybaczcie, ale uciekam do spanka. Życzę zatrzymania się licznika śmierci przed 100-tką papa
[03.11.2024 22:23:47] inspirawka: co trudniejsze, valo czy to? Kappa
[03.11.2024 22:23:51] emohotrandom: co ty zrobiłaś patka kombinujesz jak koń pod gorke
[03.11.2024 22:23:52] emohotrandom: 25
[03.11.2024 22:24:06] harakirshi: Żółty -> Klucz -> Czerwony -> Klucz na taśmę -> Żółty -> Drzwi
[03.11.2024 22:24:09] wpatka: !death
[03.11.2024 22:24:09] emohotrandom: dpbrze
[03.11.2024 22:24:09] streamelements: Wpatka umarła w hop Mario hop po raz 25 Deadge
[03.11.2024 22:24:14] inspirawka: KEKW
[03.11.2024 22:24:29] kagerosimba: @Michal265a dobrej nocy papa
[03.11.2024 22:24:43] Chatters_online: k0rd4s_,rebciaofficial,yel_l_ow,aroka_11,emohotrandom,caraisx,gamerhamster__,vatoseek,blue_blue_blu,misialkaa,keremecoach,teilek,tangiabot,wyimaginowanyy93,wiktosiax,pokemoncommunitygame,kohakumi_,danielpolak344,veterancze,miniosky7,jestemdzewem,strugal_1,papci071,minlaks,itsnotkilg,pawlosbielski2,ko_deina,adrianke4,himiko_kazuki,zymaaha1,kurwanonw,rosznik,lesny_27,xkoala000,marchewka_pl,sziweno,patka__wariatka_,strona_,h4dek,saven006,normalnainaczejj,kolorowypiesek,wpatka,chalchalek__,wkwas14,cockney8,sayaleksa,gaks12430,piechowski,marlenax14,inspirawka,marsylja,zahaczai,somno__,akttiw,el_zderzakos,yuqi_1645,vixa_ep,timikkkkkk,domino_22_,szym998,goooralesko,k4ri_byczq,filipson12357,ditru_,pavele0,dziusiek_pl,czlowiek_widmo69,spys1u,spl8t,natalcia_157,grenlando,shendyyy_,sir_kabanos,finek1234,er_ninja95905,aligatorekxd,danterrro,michal265a,shittedjose,majusza,kumyat,kagerosimba,pawellot,nolli_6,rvvdzia,kami90_2,lubiemalekotki567,kyuxik,garadiella,dragonecze,nightbot,wytt_1221,manasza202,barc0od3,cirocco,jarotele,finearz,tax_office,kyo_rq,sebixon9000000000,g0osling,wilkkacperdark,bobgmo,jgodone,harakirshi,sanepidd_,najlags,juika_,darkxpiggy,tysienka1,kochamstopykasix,katrina6729,maberkowicz,streamelements,halczewski,grichtisc,wpatkabot,borsuk41_,jakubxd,pucusioszpon,tojisuza,zapominarek7,proximo_knz,aklanaaa,bezingoo,aiudix,radykkk,tomcio996,popson8,lapa_0906,pavcio0,panrojek,moobot,minionek66,pjupik0,minesplendor,sruchatek,v_filo,maxikingus,dinus_312,olapola12345,kameleonyu,mikopikooo,milenaa123,anzu_z,zdozukoks,kolorowa_kluska,matiseq10v2,bastrowy,obstrused,nieuczesana,zakonkrzacki,mrsaj3k,szopen__,roadtrip_is_live,dashie75,wlaudia,kotelooo,xxx_kana7,puppymi,xisuba1,totalna_porazka,snoowee_,mrmleczykxd,kowoti (124/166)
[03.11.2024 22:24:50] harakirshi: papa @Michal265a
[03.11.2024 22:24:52] wpatka: !death
[03.11.2024 22:24:52] streamelements: Wpatka umarła w hop Mario hop po raz 26 Deadge
[03.11.2024 22:24:52] kameleonyu: xdd
[03.11.2024 22:24:54] emohotrandom: 26
[03.11.2024 22:24:56] yuqi_1645: @Michal265a papa
[03.11.2024 22:24:58] zab0l69: elo
[03.11.2024 22:25:01] k4ri_byczq: @Michal265a papa
[03.11.2024 22:25:09] matiseq10v2: papa @Michal265a
[03.11.2024 22:25:18] zab0l69: jak tam się czujesz?
[03.11.2024 22:25:18] harakirshi: NIE
[03.11.2024 22:25:19] emohotrandom: nie skupiasz sie wpatka
[03.11.2024 22:25:25] michal265a: Zdrówka Kagero wpatka Harakirshi yuqi_1645 k4ri_byczq MatiseQ10v2 peepoBye <3
[03.11.2024 22:25:27] harakirshi: A, no dobra
[03.11.2024 22:25:28] kameleonyu: Masz instrukcje
[03.11.2024 22:25:40] pokemoncommunitygame: /me TwitchLit A wild Amaura appears TwitchLit Catch it using !pokecatch (winners revealed in 90s)
[03.11.2024 22:25:40] inspirawka: pociesze Cie, mialam 6 przegranych rankeow pod rzad, na szcze sie troche odkulam i dwa ostatnie wygrane, ale zygam Valo na ten moment LUL
[03.11.2024 22:25:43] Chatters_online: k0rd4s_,rebciaofficial,yel_l_ow,aroka_11,emohotrandom,caraisx,gamerhamster__,vatoseek,blue_blue_blu,misialkaa,keremecoach,teilek,tangiabot,wiktosiax,kohakumi_,danielpolak344,pokemoncommunitygame,veterancze,miniosky7,jestemdzewem,strugal_1,papci071,minlaks,itsnotkilg,pawlosbielski2,ko_deina,adrianke4,himiko_kazuki,zymaaha1,kurwanonw,rosznik,lesny_27,xkoala000,marchewka_pl,sziweno,patka__wariatka_,strona_,saven006,normalnainaczejj,kolorowypiesek,wpatka,chalchalek__,wkwas14,cockney8,sayaleksa,gaks12430,piechowski,marlenax14,zab0l69,marsylja,zahaczai,somno__,akttiw,el_zderzakos,yuqi_1645,vixa_ep,czajnik_97,timikkkkkk,szym998,goooralesko,k4ri_byczq,filipson12357,ditru_,pavele0,dziusiek_pl,czlowiek_widmo69,spys1u,spl8t,natalcia_157,grenlando,shendyyy_,sir_kabanos,finek1234,er_ninja95905,aligatorekxd,inspirawka,danterrro,michal265a,shittedjose,majusza,kumyat,kagerosimba,pawellot,nolli_6,rvvdzia,kami90_2,lubiemalekotki567,kyuxik,garadiella,dragonecze,nightbot,wytt_1221,manasza202,barc0od3,cirocco,jarotele,finearz,tax_office,kyo_rq,sebixon9000000000,g0osling,wilkkacperdark,bobgmo,jgodone,sanepidd_,najlags,harakirshi,juika_,tysienka1,kochamstopykasix,katrina6729,maberkowicz,streamelements,halczewski,grichtisc,wpatkabot,jakubxd,pucusioszpon,tojisuza,zapominarek7,proximo_knz,aklanaaa,bezingoo,tomcio996,popson8,lapa_0906,pavcio0,panrojek,moobot,minionek66,pjupik0,sruchatek,v_filo,maxikingus,dinus_312,olapola12345,mikopikooo,milenaa123,kameleonyu,anzu_z,zdozukoks,kolorowa_kluska,matiseq10v2,bastrowy,obstrused,nieuczesana,zakonkrzacki,mrsaj3k,szopen__,roadtrip_is_live,dashie75,wlaudia,kotelooo,xxx_kana7,puppymi,xisuba1,theadnin,snoowee_,mrmleczykxd,kowoti (124/160)
[03.11.2024 22:25:49] emohotrandom: zmień kierunek
[03.11.2024 22:25:50] moobot: Wpadnij na mój instagram: www.instagram.com/wpatka <3
[03.11.2024 22:25:52] harakirshi: Niebieski -> Klucz -> Zmiana kierunku -> Czerwony -> Klucz na taśmę -> Żółty -> Drzwi
[03.11.2024 22:25:57] emohotrandom: wtf
[03.11.2024 22:26:04] zab0l69: musisz iść i uderzyć w ten żółty guzik
[03.11.2024 22:26:19] harakirshi: CZERWONY
[03.11.2024 22:26:20] emohotrandom: czerwony przycisk
[03.11.2024 22:26:28] k4ri_byczq: czerwony
[03.11.2024 22:26:38] k4ri_byczq: pozniej klucz na tasme i zolty
[03.11.2024 22:26:41] emohotrandom: ty z nim
[03.11.2024 22:26:43] harakirshi: Możesz zeskoczyć z nim
[03.11.2024 22:26:43] Chatters_online: k0rd4s_,rebciaofficial,yel_l_ow,aroka_11,emohotrandom,caraisx,gamerhamster__,vatoseek,blue_blue_blu,misialkaa,keremecoach,teilek,tangiabot,wiktosiax,kohakumi_,danielpolak344,pokemoncommunitygame,veterancze,miniosky7,jestemdzewem,strugal_1,papci071,itsnotkilg,pawlosbielski2,ko_deina,adrianke4,harakirshi,himiko_kazuki,zymaaha1,kurwanonw,rosznik,lesny_27,xkoala000,marchewka_pl,sziweno,patka__wariatka_,strona_,saven006,normalnainaczejj,kolorowypiesek,wpatka,chalchalek__,wkwas14,cockney8,sayaleksa,gaks12430,piechowski,marlenax14,zab0l69,marsylja,zahaczai,somno__,akttiw,el_zderzakos,yuqi_1645,vixa_ep,timikkkkkk,szym998,goooralesko,k4ri_byczq,filipson12357,ditru_,pavele0,dziusiek_pl,czlowiek_widmo69,spys1u,spl8t,natalcia_157,grenlando,shendyyy_,sir_kabanos,finek1234,er_ninja95905,aligatorekxd,inspirawka,danterrro,michal265a,shittedjose,majusza,kumyat,kagerosimba,pawellot,nolli_6,wezlate8,rvvdzia,kami90_2,lubiemalekotki567,kyuxik,garadiella,dragonecze,nightbot,wytt_1221,manasza202,barc0od3,cirocco,jarotele,finearz,tax_office,kyo_rq,sebixon9000000000,zawleczka,g0osling,wilkkacperdark,bobgmo,jgodone,sanepidd_,najlags,juika_,tysienka1,kochamstopykasix,katrina6729,maberkowicz,streamelements,grichtisc,wpatkabot,acocieto_17,jakubxd,pucusioszpon,tojisuza,zapominarek7,proximo_knz,aklanaaa,bezingoo,aiudix,tomcio996,popson8,lapa_0906,pavcio0,panrojek,moobot,minionek66,pjupik0,sruchatek,v_filo,maxikingus,dinus_312,olapola12345,mikopikooo,milenaa123,kameleonyu,anzu_z,zdozukoks,kolorowa_kluska,matiseq10v2,bastrowy,obstrused,nieuczesana,zakonkrzacki,mrsaj3k,szopen__,roadtrip_is_live,dashie75,wlaudia,kotelooo,xxx_kana7,puppymi,xisuba1,theadnin,mrmleczykxd,kowoti (124/160)
[03.11.2024 22:26:55] harakirshi: oh
[03.11.2024 22:26:58] yuqi_1645: xd
[03.11.2024 22:26:59] k4ri_byczq: taktak na tasme
[03.11.2024 22:27:06] emohotrandom: spatka
[03.11.2024 22:27:10] emohotrandom: wpatka
[03.11.2024 22:27:11] kameleonyu: Za dużo myślenia
[03.11.2024 22:27:11] pokemoncommunitygame: Amaura escaped. No one caught it. jonasw5Rigged
[03.11.2024 22:27:14] harakirshi: Tam, żeby się o czerwone bloki zablokował
[03.11.2024 22:27:18] wpatka: !death
[03.11.2024 22:27:18] streamelements: Wpatka umarła w hop Mario hop po raz 27 Deadge
[03.11.2024 22:27:21] harakirshi: Ja zw
[03.11.2024 22:27:22] k4ri_byczq: xdd
[03.11.2024 22:27:29] emi_lka02: fajna zabawa z tym mario xdd
[03.11.2024 22:27:31] k4ri_byczq: szybko poszlo
[03.11.2024 22:27:43] Chatters_online: k0rd4s_,rebciaofficial,yel_l_ow,aroka_11,caraisx,gamerhamster__,vatoseek,blue_blue_blu,misialkaa,keremecoach,teilek,tangiabot,wiktosiax,kohakumi_,danielpolak344,pokemoncommunitygame,veterancze,emohotrandom,miniosky7,jestemdzewem,strugal_1,papci071,itsnotkilg,pawlosbielski2,ko_deina,adrianke4,himiko_kazuki,zymaaha1,kurwanonw,rosznik,harakirshi,lesny_27,xkoala000,marchewka_pl,sziweno,patka__wariatka_,strona_,saven006,normalnainaczejj,kolorowypiesek,wpatka,chalchalek__,wkwas14,cockney8,sayaleksa,gaks12430,piechowski,marlenax14,zab0l69,marsylja,zahaczai,somno__,akttiw,el_zderzakos,yuqi_1645,vixa_ep,timikkkkkk,kameleonyu,szym998,goooralesko,filipson12357,ditru_,k4ri_byczq,pavele0,dziusiek_pl,czlowiek_widmo69,spys1u,spl8t,natalcia_157,grenlando,shendyyy_,sir_kabanos,finek1234,er_ninja95905,aligatorekxd,inspirawka,danterrro,michal265a,shittedjose,majusza,kumyat,kagerosimba,pawellot,nolli_6,wezlate8,rvvdzia,kami90_2,lubiemalekotki567,kyuxik,garadiella,dragonecze,nightbot,manasza202,barc0od3,cirocco,jarotele,finearz,tax_office,kyo_rq,sebixon9000000000,zawleczka,g0osling,wilkkacperdark,bobgmo,jgodone,sanepidd_,najlags,juika_,ewcik,emi_lka02,tysienka1,kochamstopykasix,katrina6729,maberkowicz,streamelements,grichtisc,wpatkabot,acocieto_17,jakubxd,pucusioszpon,tojisuza,zapominarek7,proximo_knz,aklanaaa,bezingoo,aiudix,tomcio996,popson8,lapa_0906,pavcio0,panrojek,moobot,minionek66,pjupik0,sruchatek,v_filo,maxikingus,dinus_312,olapola12345,mikopikooo,milenaa123,anzu_z,zdozukoks,kolorowa_kluska,matiseq10v2,bastrowy,obstrused,nieuczesana,zakonkrzacki,mrsaj3k,szopen__,roadtrip_is_live,dashie75,wlaudia,kotelooo,xxx_kana7,puppymi,xisuba1,theadnin,mrmleczykxd,kowoti (124/161)
[03.11.2024 22:27:44] emohotrandom: ,,nie zginąć głupio " wpatka po sekundzie śmierc
[03.11.2024 22:27:55] wpatka: !death
[03.11.2024 22:27:55] streamelements: Wpatka umarła w hop Mario hop po raz 28 Deadge
[03.11.2024 22:27:58] emi_lka02: xdd
[03.11.2024 22:28:04] spys1u: !GAMBLE 25%
[03.11.2024 22:28:05] streamelements: /me spys1u wygrał 10987 klocki lego w ruletce i ma teraz 54938 klocki lego! VisLaud
[03.11.2024 22:28:06] emohotrandom: skup sie oddychaj
[03.11.2024 22:28:08] emi_lka02: !jeb
[03.11.2024 22:28:10] wpatkabot: @ER_ninja95905, @Emi_lka02 wylosował(a) Cię do wykluczenia na 20 sekund, aby uniknąć, wpisz "!protego" w ciągu 10 sekund
[03.11.2024 22:28:12] emi_lka02: !fmk
[03.11.2024 22:28:13] streamelements: @Emi_lka02 cimcirimci @v_filo 🍆, hajta się z @najlags 💍, całuje @danielpolak344 💋
[03.11.2024 22:28:19] emi_lka02: !hug
[03.11.2024 22:28:19] streamelements: @Emi_lka02 przytula @pokemoncommunitygame peepoHuggers
[03.11.2024 22:28:22] spys1u: !top points
[03.11.2024 22:28:23] streamelements: Top 5 klocki lego: 1. nat1ia (1567734612), 2. emi_lka02 (401931180), 3. mundrei83 (100054772), 4. yuqi_1645 (69779426), 5. ditru_ (51248044)
[03.11.2024 22:28:23] emi_lka02: !siad
[03.11.2024 22:28:23] streamelements: @Emi_lka02 usiadł na mordzie @aklanaaa
[03.11.2024 22:28:23] yuqi_1645: ja bym to przeszla w 2 sekundy Kappa
[03.11.2024 22:28:26] emi_lka02: !pozdro
[03.11.2024 22:28:26] streamelements: @Emi_lka02 pozdrawia @emohotrandom Handshakege
[03.11.2024 22:28:31] emi_lka02: @yuqi_1645 taktak jasne
[03.11.2024 22:28:35] emohotrandom: !hug
[03.11.2024 22:28:36] streamelements: @emohotrandom przytula @filipson12357 peepoHuggers
[03.11.2024 22:28:43] emohotrandom: !siad
[03.11.2024 22:28:43] Chatters_online: k0rd4s_,rebciaofficial,yel_l_ow,aroka_11,gamerhamster__,vatoseek,blue_blue_blu,misialkaa,keremecoach,teilek,tangiabot,wiktosiax,kohakumi_,danielpolak344,pokemoncommunitygame,veterancze,miniosky7,emohotrandom,jestemdzewem,strugal_1,papci071,itsnotkilg,pawlosbielski2,ko_deina,adrianke4,himiko_kazuki,zymaaha1,kurwanonw,rosznik,harakirshi,lesny_27,xkoala000,marchewka_pl,sziweno,patka__wariatka_,strona_,saven006,normalnainaczejj,kolorowypiesek,chalchalek__,wkwas14,cockney8,sayaleksa,gaks12430,piechowski,marlenax14,zab0l69,marsylja,zahaczai,somno__,akttiw,el_zderzakos,vixa_ep,timikkkkkk,kameleonyu,szym998,goooralesko,filipson12357,ditru_,k4ri_byczq,pavele0,streamelements,dziusiek_pl,czlowiek_widmo69,spys1u,spl8t,natalcia_157,grenlando,shendyyy_,sir_kabanos,finek1234,er_ninja95905,aligatorekxd,inspirawka,danterrro,shittedjose,majusza,kumyat,kagerosimba,pawellot,nolli_6,wezlate8,rvvdzia,kami90_2,lubiemalekotki567,kyuxik,garadiella,lukaszeq94,dragonecze,nightbot,manasza202,wpatka,barc0od3,cirocco,jarotele,finearz,tax_office,kyo_rq,sebixon9000000000,zawleczka,g0osling,wilkkacperdark,bobgmo,jgodone,najlags,juika_,ewcik,tysienka1,kochamstopykasix,katrina6729,maberkowicz,grichtisc,wpatkabot,acocieto_17,jakubxd,pucusioszpon,tojisuza,zapominarek7,proximo_knz,aklanaaa,bezingoo,aiudix,tomcio996,popson8,lapa_0906,pavcio0,panrojek,moobot,minionek66,pjupik0,sruchatek,v_filo,maxikingus,dinus_312,olapola12345,mikopikooo,milenaa123,anzu_z,zdozukoks,kolorowa_kluska,matiseq10v2,bastrowy,obstrused,nieuczesana,zakonkrzacki,mrsaj3k,szopen__,roadtrip_is_live,dashie75,wlaudia,kotelooo,xxx_kana7,puppymi,xisuba1,theadnin,mrmleczykxd,emi_lka02,yuqi_1645,kowoti (115/159)
[03.11.2024 22:28:43] streamelements: @emohotrandom usiadł na mordzie @szopen__
[03.11.2024 22:28:45] spys1u: !jeb
[03.11.2024 22:28:52] yuqi_1645: @Emi_lka02 nie wierzysz mi? xdd
[03.11.2024 22:28:52] moobot: Zapraszamy na discorda Misie <3 https://discord.gg/fhKWdysM8r
[03.11.2024 22:28:59] emohotrandom: !fmk
[03.11.2024 22:29:00] streamelements: @emohotrandom cimcirimci @aligatorekxd 🍆, hajta się z @kagerosimba 💍, całuje @itsnotkilg 💋
[03.11.2024 22:29:02] emi_lka02: @yuqi_1645 nie i nie uwierze hehe
[03.11.2024 22:29:16] yuqi_1645: @Emi_lka02 i słusznie xdd
[03.11.2024 22:29:16] emohotrandom: na dół po zółty przysciks
[03.11.2024 22:29:30] emi_lka02: oho
[03.11.2024 22:29:34] emi_lka02: PauseChamp
[03.11.2024 22:29:42] kameleonyu: Zmiana kierunku
[03.11.2024 22:29:43] kagerosimba: do drzwi nie możesz?
[03.11.2024 22:29:43] Chatters_online: k0rd4s_,rebciaofficial,yel_l_ow,aroka_11,jeremimaster_,gamerhamster__,vatoseek,blue_blue_blu,misialkaa,keremecoach,teilek,tangiabot,wiktosiax,kohakumi_,danielpolak344,pokemoncommunitygame,veterancze,miniosky7,emohotrandom,jestemdzewem,strugal_1,papci071,itsnotkilg,pawlosbielski2,ko_deina,adrianke4,himiko_kazuki,zymaaha1,kurwanonw,rosznik,harakirshi,lesny_27,xkoala000,marchewka_pl,sziweno,patka__wariatka_,strona_,saven006,normalnainaczejj,kolorowypiesek,chalchalek__,wkwas14,cockney8,sayaleksa,gaks12430,piechowski,marlenax14,zab0l69,marsylja,zahaczai,somno__,akttiw,el_zderzakos,vixa_ep,timikkkkkk,kameleonyu,szym998,goooralesko,filipson12357,ditru_,k4ri_byczq,pavele0,dziusiek_pl,czlowiek_widmo69,spys1u,spl8t,natalcia_157,grenlando,shendyyy_,sir_kabanos,finek1234,er_ninja95905,aligatorekxd,inspirawka,danterrro,shittedjose,majusza,kumyat,kagerosimba,pawellot,nolli_6,wezlate8,rvvdzia,kami90_2,lubiemalekotki567,kyuxik,garadiella,dragonecze,nightbot,manasza202,wpatka,barc0od3,cirocco,jarotele,finearz,tax_office,kyo_rq,sebixon9000000000,zawleczka,g0osling,wilkkacperdark,bobgmo,emi_lka02,streamelements,jgodone,najlags,tysienka1,kochamstopykasix,katrina6729,maberkowicz,takmajus,grichtisc,wpatkabot,acocieto_17,jakubxd,pucusioszpon,tojisuza,zapominarek7,proximo_knz,aklanaaa,bezingoo,aiudix,tomcio996,popson8,lapa_0906,pavcio0,panrojek,moobot,minionek66,pjupik0,morel_ka_,sruchatek,v_filo,yuqi_1645,maxikingus,dinus_312,olapola12345,mikopikooo,milenaa123,anzu_z,zdozukoks,matiseq10v2,bastrowy,obstrused,nieuczesana,zakonkrzacki,mrsaj3k,szopen__,roadtrip_is_live,dashie75,wlaudia,kotelooo,xxx_kana7,puppymi,xisuba1,theadnin,mrmleczykxd,kowoti (115/158)
[03.11.2024 22:29:45] kameleonyu: Może
[03.11.2024 22:30:03] emi_lka02: NOWAYING
[03.11.2024 22:30:04] emohotrandom: brawo
[03.11.2024 22:30:06] yuqi_1645: wow
[03.11.2024 22:30:06] emohotrandom: !!!!!
[03.11.2024 22:30:12] kagerosimba: clap
[03.11.2024 22:30:13] k4ri_byczq: gg
[03.11.2024 22:30:13] pavcio0: OOOO 󠀀
[03.11.2024 22:30:14] streamelements: WIDZU! SPRAWDŹ NOWEGO TIKTOKA pogg  -> https://www.tiktok.com/@wpatka.ttv/video/7431924495343979798
[03.11.2024 22:30:15] kagerosimba: clap 󠀀
[03.11.2024 22:30:25] emohotrandom: !jeb
[03.11.2024 22:30:26] wpatkabot: @TEILek, @emohotrandom wylosował(a) Cię do wykluczenia na 20 sekund, aby uniknąć, wpisz "!protego" w ciągu 10 sekund
[03.11.2024 22:30:29] chalchalek__: WOW
[03.11.2024 22:30:30] chalchalek__: WOW 󠀀
[03.11.2024 22:30:34] chalchalek__: brawokolego
[03.11.2024 22:30:34] chalchalek__: brawokolego 󠀀
[03.11.2024 22:30:36] chalchalek__: brawokolego
